order_id,customer_id,order_date,total,status
95,491,2024-11-09 02:31:33,180.03,completed
96,469,2025-06-01 06:20:15,203.72,shipped
97,222,2025-06-21 10:06:05,131.23,shipped
98,456,2024-09-14 18:14:42,287.83,completed
99,78,2025-02-06 14:41:52,31.18,shipped
100,219,2025-04-18 19:44:24,80.4,completed
101,239,2025-11-06 17:21:04,19.79,completed
102,289,2025-09-03 19:29:31,131.3,shipped
103,72,2024-11-19 19:20:28,5.66,completed
104,334,2025-04-14 09:37:11,131.48,completed
105,311,2025-03-22 17:23:18,205.61,completed
106,330,2023-12-24 01:25:39,106.48,returned
107,167,2024-06-09 16:38:03,34.85,completed
108,73,2023-12-18 16:58:33,128.13,completed
109,156,2025-02-14 13:41:29,131.18,returned
110,354,2024-08-16 15:52:44,275.96,completed
111,423,2024-05-11 08:02:36,23.11,completed
112,429,2025-05-22 07:17:28,362.98,completed
113,274,2024-02-14 18:57:46,110.32,completed
114,264,2024-06-03 02:29:57,202.33,cancelled
115,129,2025-10-17 22:07:05,261.65,completed
116,390,2025-07-21 04:19:54,66.22,shipped
117,185,2024-01-22 21:28:18,110.97,completed
118,89,2025-07-20 21:43:40,58.05,completed
119,490,2025-02-08 11:02:27,115.02,completed
120,451,2024-10-09 03:55:26,88.7,shipped
121,318,2024-02-10 13:54:30,49.23,completed
122,70,2024-08-16 15:17:50,216.91,returned
123,96,2024-10-11 23:32:01,13.32,shipped
124,3,2023-12-19 09:30:05,268.95,completed
125,447,2024-12-03 04:20:27,89.04,completed
126,449,2025-10-13 22:24:13,120.57,completed
127,146,2025-01-16 20:04:45,73.29,cancelled
128,78,2025-03-28 02:43:35,179.37,shipped
129,262,2024-05-25 22:01:15,27.48,shipped
130,193,2024-03-31 16:57:07,15.37,completed
131,413,2024-11-27 20:40:19,167.09,completed
132,318,2024-06-22 21:13:13,145.54,completed
133,306,2025-04-21 20:44:42,153.14,shipped
134,253,2025-10-09 09:49:59,90.35,shipped
135,248,2025-08-04 04:02:42,43.13,completed
136,234,2025-05-04 20:45:50,304.76,completed
137,172,2025-01-17 21:29:39,88.43,returned
138,105,2025-01-21 18:15:30,508.38,completed
139,444,2024-05-07 06:59:09,195.8,shipped
140,261,2024-07-31 02:10:41,438.84,completed
141,149,2025-05-29 16:04:22,173.73,shipped
142,392,2024-09-03 07:53:15,466.5,completed
143,474,2024-08-16 04:43:08,123.94,completed
144,424,2024-02-06 07:40:37,82.99,shipped
145,231,2025-07-12 07:04:17,91.8,shipped
146,143,2025-11-07 08:10:27,168.55,returned
147,416,2024-11-06 16:22:22,167.4,completed
148,326,2025-02-08 12:08:27,193.33,completed
149,333,2025-07-26 22:09:11,241.89,returned
150,46,2025-09-12 09:40:58,290.53,completed
151,487,2025-08-01 07:39:42,126.11,cancelled
152,59,2025-04-09 18:39:41,103.0,completed
153,26,2025-04-18 15:07:22,326.91,completed
154,64,2025-03-27 05:17:26,132.54,cancelled
155,37,2024-09-19 11:05:36,116.5,completed
156,138,2024-04-04 08:29:28,331.67,completed
157,212,2024-06-29 16:00:15,138.22,shipped
158,119,2025-03-26 07:19:33,222.4,returned
159,12,2023-12-20 06:52:17,304.02,completed
160,110,2025-10-02 10:08:52,37.19,completed
161,486,2025-02-26 22:11:04,76.44,completed
162,281,2025-11-03 15:00:41,134.67,completed
163,450,2024-10-07 16:41:11,151.74,shipped
164,171,2025-05-13 11:19:15,27.82,completed
165,31,2025-03-26 00:54:06,26.73,completed
166,169,2024-06-22 01:08:04,205.54,completed
167,222,2025-08-24 20:01:46,218.13,completed
168,281,2025-03-02 20:50:42,205.59,completed
169,439,2024-09-02 11:53:58,4.8,completed
170,245,2024-09-08 06:08:42,12.21,completed
171,142,2025-01-12 21:56:55,113.07,completed
172,473,2024-05-26 08:09:02,150.46,completed
173,487,2025-05-27 17:16:34,194.71,completed
174,142,2024-06-07 21:42:05,28.26,completed
175,135,2025-11-10 20:55:27,85.72,completed
176,251,2025-03-04 09:44:20,140.21,completed
177,406,2024-10-13 15:46:21,206.75,completed
178,6,2023-12-05 02:29:51,229.69,completed
179,447,2024-06-08 12:51:46,366.02,shipped
180,41,2024-11-01 02:31:59,66.44,completed
181,404,2024-12-16 15:40:40,192.1,shipped
182,386,2024-07-14 20:19:37,93.29,cancelled
183,393,2024-03-12 00:34:56,209.05,completed
184,30,2024-01-04 12:05:58,18.47,completed
185,90,2024-10-25 00:38:53,448.56,shipped
186,338,2023-11-24 05:24:39,155.32,completed
187,230,2024-03-13 00:04:03,300.32,completed
188,466,2025-01-23 19:34:28,31.1,completed
189,15,2024-08-03 17:59:51,46.11,completed
190,441,2024-02-02 14:12:48,208.08,completed
191,52,2024-09-09 23:14:26,193.19,completed
192,398,2024-03-04 18:17:28,70.9,completed
193,219,2024-03-18 07:54:35,119.94,completed
194,230,2025-11-09 05:03:07,180.56,shipped
195,427,2024-08-17 09:13:03,208.69,completed
196,449,2025-02-07 16:49:19,74.93,returned
197,110,2025-06-27 13:13:52,140.44,completed
198,39,2024-05-22 01:40:53,93.1,completed
199,118,2025-08-17 09:41:29,43.89,completed
200,438,2025-03-18 18:49:54,189.89,cancelled
201,79,2024-09-26 01:02:14,96.36,shipped
202,282,2024-06-15 23:18:28,52.07,completed
203,75,2025-01-09 16:03:01,147.92,completed
204,106,2025-01-12 20:20:07,56.6,completed
205,260,2024-02-20 08:07:53,47.07,completed
206,132,2023-11-15 11:17:11,137.04,shipped
207,57,2024-12-09 12:46:41,19.13,completed
208,227,2025-02-02 22:36:19,241.87,shipped
209,78,2025-07-20 07:19:42,87.98,completed
210,252,2025-07-12 00:15:35,71.47,completed
211,392,2024-05-05 15:18:54,711.37,completed
212,360,2024-06-08 17:57:42,18.9,shipped
213,45,2025-01-03 10:57:53,513.47,shipped
214,497,2024-09-20 23:51:39,310.29,completed
215,107,2025-01-01 23:11:55,226.06,completed
216,459,2025-05-09 08:05:21,26.33,completed
217,203,2024-12-08 23:16:50,363.17,completed
218,280,2024-05-10 06:13:16,74.41,shipped
219,54,2025-03-06 04:10:20,106.69,completed
220,324,2023-12-17 02:49:17,47.76,cancelled
221,46,2025-09-28 23:30:26,81.6,shipped
222,261,2024-10-18 18:48:19,109.46,shipped
223,388,2024-02-29 23:18:56,15.77,cancelled
224,152,2024-06-03 00:15:53,42.93,completed
225,150,2024-09-17 03:44:05,60.23,completed
226,430,2024-11-21 15:51:17,159.7,completed
227,312,2024-03-11 18:02:40,9.69,shipped
228,409,2025-06-21 23:52:19,19.3,shipped
229,164,2024-12-28 16:46:50,69.39,shipped
230,87,2024-10-25 23:32:15,30.31,completed
231,107,2025-02-24 17:54:27,169.52,completed
232,7,2025-02-04 09:38:58,132.62,completed
233,257,2024-01-07 03:17:32,214.17,completed
234,248,2024-10-10 05:51:58,33.4,completed
235,254,2023-12-02 08:01:07,157.82,completed
236,343,2025-03-13 06:54:18,92.52,completed
237,464,2025-08-23 05:31:00,55.45,completed
238,20,2024-01-03 10:56:04,127.15,shipped
239,374,2024-01-23 11:21:25,84.98,shipped
240,166,2024-07-05 03:25:20,256.65,completed
241,375,2024-01-11 13:36:27,238.24,completed
242,363,2024-04-29 18:33:29,132.13,completed
243,377,2025-08-20 15:32:46,106.39,shipped
244,404,2024-02-10 22:21:24,173.89,completed
245,312,2025-02-12 18:00:03,44.62,shipped
246,263,2025-10-11 04:39:03,183.3,completed
247,474,2025-06-24 22:35:05,206.33,shipped
248,449,2025-05-31 03:35:41,11.48,completed
249,196,2024-05-26 01:15:27,384.78,completed
250,27,2024-08-19 01:46:35,104.64,returned
251,373,2025-04-11 18:11:47,57.89,completed
252,59,2025-06-24 00:15:39,148.0,completed
253,165,2025-02-22 23:55:11,74.99,completed
254,124,2025-03-26 09:09:35,6.07,shipped
255,200,2025-08-09 03:02:28,20.93,completed
256,30,2024-03-20 23:59:46,139.58,completed
257,178,2025-08-13 16:44:49,475.06,completed
258,189,2025-09-23 09:15:43,82.94,completed
259,24,2024-04-22 02:22:05,94.2,completed
260,215,2025-05-23 08:30:31,529.94,completed
261,80,2024-09-26 14:59:28,98.66,cancelled
262,221,2024-02-07 01:24:57,119.56,cancelled
263,198,2024-05-13 21:46:36,191.72,shipped
264,449,2024-04-28 21:54:12,285.6,completed
265,148,2024-11-18 05:35:11,342.24,completed
266,403,2025-05-27 05:20:12,307.59,shipped
267,496,2024-09-26 19:42:26,136.32,completed
268,124,2025-10-09 22:30:11,148.27,shipped
269,219,2023-11-15 12:47:55,86.22,returned
270,358,2024-08-06 15:10:39,145.71,returned
271,190,2024-04-08 02:59:49,84.89,completed
272,478,2024-05-26 07:35:59,14.54,cancelled
273,276,2023-12-19 05:12:27,6.01,completed
274,7,2025-10-28 12:11:01,163.29,completed
275,178,2024-05-30 21:20:39,250.87,shipped
276,118,2024-07-21 16:48:58,105.23,completed
277,67,2025-01-20 06:57:16,334.78,shipped
278,428,2024-12-16 03:25:46,362.92,completed
279,109,2024-01-27 12:32:51,28.86,completed
280,331,2024-09-21 08:46:00,53.35,completed
281,358,2024-07-30 10:13:02,39.99,completed
282,83,2025-07-12 20:38:43,134.84,shipped
283,379,2025-08-20 22:18:15,52.79,completed
284,277,2025-05-12 04:01:00,199.92,completed
285,145,2023-12-02 05:42:28,554.34,completed
286,213,2025-10-22 00:41:54,92.4,completed
287,384,2024-03-22 19:23:53,453.3,completed
288,256,2024-08-21 01:40:02,61.56,completed
289,62,2025-10-19 05:56:58,166.07,completed
290,203,2024-06-18 10:56:58,211.17,completed
291,245,2025-06-20 02:46:55,17.74,completed
292,303,2024-07-06 20:13:06,68.85,completed
293,345,2024-12-04 03:23:26,104.73,completed
294,245,2024-03-06 13:15:25,166.37,completed
295,31,2024-06-05 20:19:38,93.03,cancelled
296,165,2024-02-19 23:01:39,270.26,completed
297,355,2025-03-07 21:10:18,25.17,completed
298,407,2024-01-29 19:50:09,42.04,shipped
299,138,2024-10-13 08:29:34,61.73,shipped
300,310,2024-07-19 02:40:05,96.1,completed
301,278,2025-04-03 07:05:31,355.11,completed
302,198,2023-12-09 17:18:57,179.4,completed
303,86,2025-09-23 07:34:03,46.13,completed
304,89,2024-04-13 07:18:07,21.26,completed
305,421,2025-05-09 14:10:47,186.63,shipped
306,472,2024-06-26 19:04:26,50.26,cancelled
307,468,2024-06-14 17:09:44,178.44,completed
308,136,2023-12-07 03:35:51,87.25,completed
309,478,2025-07-19 00:38:28,176.02,completed
310,344,2025-01-28 18:37:18,231.66,shipped
311,460,2024-10-03 14:58:31,116.62,completed
312,187,2024-09-22 11:55:01,66.44,shipped
313,7,2025-09-01 15:12:49,158.46,completed
314,440,2024-01-03 06:38:23,42.86,cancelled
315,31,2024-11-14 07:11:00,180.63,completed
316,132,2025-06-24 02:23:39,65.65,shipped
317,346,2025-06-12 05:44:31,18.19,cancelled
318,289,2024-11-25 07:46:01,215.4,completed
319,275,2025-10-11 14:16:09,199.85,completed
320,315,2025-10-23 05:29:10,373.89,completed
321,281,2025-11-07 14:39:29,358.39,completed
322,122,2025-06-17 19:42:12,43.25,completed
323,386,2024-01-04 22:47:35,37.19,completed
324,222,2025-07-07 03:27:50,36.38,completed
325,314,2024-12-19 19:51:27,293.62,cancelled
326,113,2024-02-21 16:11:12,21.63,completed
327,359,2025-05-12 01:27:37,247.98,shipped
328,464,2024-06-03 03:15:09,92.02,completed
329,450,2025-02-19 00:02:59,4.81,completed
330,348,2025-01-06 06:24:37,284.41,completed
331,123,2025-02-02 10:45:14,202.51,completed
332,55,2025-06-22 01:58:35,169.32,completed
333,277,2025-01-12 18:38:38,241.93,completed
334,411,2025-03-18 22:00:54,59.91,shipped
335,306,2023-12-17 16:40:17,4.8,completed
336,8,2025-01-12 20:11:42,195.69,completed
337,471,2025-01-08 10:38:14,87.03,completed
338,390,2025-10-20 02:54:11,95.68,completed
339,204,2025-06-03 19:29:14,445.11,completed
340,366,2023-11-17 10:02:37,301.26,completed
341,164,2025-09-18 01:51:58,418.54,completed
342,81,2024-09-21 10:33:45,116.53,cancelled
343,240,2024-11-07 20:03:57,23.71,completed
344,132,2025-08-23 11:14:44,118.01,shipped
345,140,2025-01-16 07:07:21,60.0,completed
346,64,2024-03-07 04:27:41,202.27,completed
347,480,2024-01-29 11:11:55,184.88,completed
348,44,2024-06-13 01:59:15,262.63,completed
349,119,2024-01-16 01:06:04,164.42,shipped
350,85,2024-10-24 04:13:38,148.62,completed
351,215,2024-06-12 14:16:16,54.16,completed
352,370,2024-10-01 12:48:14,241.2,completed
353,499,2024-12-20 17:56:09,20.33,shipped
354,309,2025-09-03 16:51:17,93.11,completed
355,304,2024-02-04 10:30:58,83.38,completed
356,378,2025-07-18 16:47:29,54.96,completed
357,38,2024-05-09 02:40:16,120.09,cancelled
358,149,2025-08-28 10:40:30,126.25,shipped
359,427,2024-07-25 18:19:09,87.67,completed
360,389,2025-03-12 18:00:49,4.4,completed
361,227,2024-04-06 16:05:34,75.27,completed
362,4,2025-10-29 02:27:52,16.95,shipped
363,365,2024-09-16 15:15:58,23.92,completed
364,70,2025-03-15 21:22:22,278.11,shipped
365,438,2024-09-02 15:56:51,54.16,shipped
366,102,2024-06-08 01:20:17,29.94,shipped
367,14,2025-01-12 05:28:49,251.35,completed
368,466,2024-10-08 02:59:15,60.35,completed
369,361,2025-03-08 00:41:11,283.74,shipped
370,145,2025-04-13 07:14:00,200.2,shipped
371,264,2025-01-06 09:27:37,59.42,shipped
372,254,2025-03-08 18:10:52,126.84,completed
373,151,2025-08-01 06:49:08,116.85,returned
374,430,2025-10-26 00:17:49,450.61,completed
375,37,2024-05-26 14:07:54,88.97,completed
376,192,2025-05-11 00:58:05,125.05,completed
377,214,2025-02-09 01:51:29,235.45,cancelled
378,17,2024-09-17 15:38:51,123.24,completed
379,29,2025-05-09 04:12:07,398.06,completed
380,15,2025-03-09 15:24:11,127.79,completed
381,379,2025-01-15 01:16:51,70.23,shipped
382,433,2024-10-22 05:32:35,189.55,shipped
383,8,2024-07-14 05:49:34,54.97,completed
384,283,2025-11-06 19:07:06,76.67,completed
385,424,2024-12-12 18:53:30,153.02,shipped
386,187,2024-09-06 06:16:09,48.38,completed
387,147,2025-01-28 18:39:36,35.32,completed
388,17,2024-07-14 19:31:07,243.42,completed
389,142,2025-05-03 02:58:58,29.44,returned
390,80,2025-10-08 10:43:30,241.02,completed
391,102,2025-09-18 09:56:49,189.49,returned
392,435,2024-01-24 08:07:26,135.54,completed
393,322,2024-07-26 10:41:50,153.58,cancelled
394,313,2024-08-05 12:15:32,26.22,completed
395,90,2025-02-14 04:34:00,115.16,completed
396,455,2024-06-05 02:21:34,77.98,shipped
397,143,2024-07-15 17:59:17,193.41,completed
398,53,2025-07-31 08:41:26,128.99,completed
399,497,2025-04-10 18:26:15,290.77,completed
400,341,2023-12-23 11:54:55,113.45,completed
401,172,2024-02-09 03:28:39,185.25,completed
402,494,2024-02-19 14:35:31,201.8,completed
403,85,2025-03-05 21:01:48,53.91,completed
404,175,2024-02-27 21:08:19,312.46,completed
405,206,2025-05-29 07:03:20,119.38,cancelled
406,19,2025-02-22 13:04:19,170.28,completed
407,136,2025-04-26 00:06:52,93.86,returned
408,435,2024-04-03 11:10:07,238.99,shipped
409,345,2023-12-30 17:02:52,82.91,completed
410,377,2025-09-01 09:26:41,271.17,returned
411,294,2025-05-02 03:55:57,203.57,completed
412,118,2025-07-13 20:38:22,23.62,completed
413,329,2024-11-20 06:55:04,24.22,returned
414,413,2024-08-21 20:18:25,138.38,shipped
415,156,2024-05-24 14:03:03,12.62,completed
416,110,2025-05-09 13:44:20,61.18,completed
417,84,2025-11-05 14:00:39,48.99,returned
418,200,2024-09-06 12:22:28,20.28,completed
419,45,2025-10-05 19:54:56,8.8,completed
420,115,2025-05-07 20:16:36,348.77,completed
421,334,2023-12-19 18:12:42,212.06,shipped
422,378,2024-08-14 00:52:03,19.97,completed
423,141,2024-02-11 06:36:08,108.85,shipped
424,275,2024-01-08 20:56:01,287.0,completed
425,217,2024-11-17 17:51:03,231.85,shipped
426,14,2024-01-15 06:12:55,14.97,completed
427,301,2024-10-08 08:31:31,78.08,completed
428,190,2025-04-28 12:34:08,589.26,completed
429,95,2025-06-02 19:28:31,406.6,cancelled
430,389,2024-01-02 06:10:26,111.71,completed
431,11,2024-05-09 13:45:51,125.04,shipped
432,170,2025-08-22 20:15:35,113.67,completed
433,92,2025-02-20 03:15:15,448.23,shipped
434,163,2025-01-05 22:31:53,220.88,shipped
435,32,2025-06-21 20:21:00,71.97,shipped
436,382,2025-07-06 06:49:10,12.3,cancelled
437,268,2025-01-19 11:17:58,158.09,shipped
438,74,2025-08-03 09:51:03,143.74,completed
439,358,2024-09-16 22:05:29,269.0,completed
440,230,2024-04-24 02:17:07,112.56,shipped
441,281,2024-10-07 09:32:04,253.49,shipped
442,29,2024-07-16 09:30:16,172.99,completed
443,338,2024-05-26 06:14:54,71.33,completed
444,23,2024-09-29 06:33:36,185.69,completed
445,102,2025-05-19 04:15:11,84.34,completed
446,356,2025-04-01 05:22:15,151.01,cancelled
447,468,2024-02-20 21:16:48,309.53,completed
448,499,2024-01-31 21:10:38,165.32,completed
449,338,2024-12-18 22:59:24,148.29,shipped
450,114,2025-02-07 03:14:28,7.27,shipped
451,79,2024-06-04 01:52:26,24.19,completed
452,128,2024-07-26 16:47:51,13.6,completed
453,207,2024-08-30 10:42:34,374.89,returned
454,352,2025-02-22 20:15:45,134.57,shipped
455,217,2023-12-28 13:17:11,132.97,cancelled
456,360,2024-09-04 13:38:27,485.38,completed
457,443,2024-11-26 07:24:53,251.15,completed
458,500,2023-11-21 04:01:18,219.76,completed
459,128,2023-12-23 09:08:30,131.67,completed
460,260,2023-12-04 10:41:35,155.04,completed
461,60,2025-02-18 16:02:17,104.43,shipped
462,124,2025-04-07 18:48:23,146.44,completed
463,182,2025-04-04 02:30:32,33.8,completed
464,23,2025-02-01 19:11:37,280.09,completed
465,436,2024-07-06 02:24:31,51.8,completed
466,178,2025-08-03 00:20:15,139.13,completed
467,430,2024-02-28 17:59:59,13.2,completed
468,20,2024-07-04 05:18:29,112.38,shipped
469,410,2024-12-31 03:22:51,135.3,shipped
470,457,2025-02-07 23:39:15,86.2,cancelled
471,158,2024-05-27 13:17:03,406.02,shipped
472,462,2024-04-02 04:20:18,168.99,completed
473,125,2023-12-21 16:15:12,153.8,completed
474,13,2024-06-30 00:43:08,68.36,completed
475,370,2025-10-30 04:24:30,14.4,shipped
476,75,2024-09-02 12:17:22,156.09,shipped
477,52,2024-09-01 12:13:35,12.2,cancelled
478,28,2025-04-28 05:54:07,150.33,completed
479,494,2025-09-17 05:05:03,209.53,shipped
480,328,2024-06-15 00:05:23,165.63,shipped
481,87,2025-07-17 07:59:16,94.58,shipped
482,491,2025-10-16 14:34:46,122.34,returned
483,167,2025-06-12 09:55:38,611.52,completed
484,19,2025-09-14 09:36:33,60.97,shipped
485,189,2025-01-20 15:30:13,127.16,shipped
486,224,2025-03-05 15:18:51,66.51,completed
487,327,2024-10-18 00:09:36,52.07,shipped
488,422,2024-10-15 05:38:51,141.61,completed
489,198,2024-12-05 15:01:25,23.0,completed
490,272,2024-09-29 00:25:18,69.29,completed
491,84,2023-12-24 00:59:54,168.03,shipped
492,300,2024-07-26 02:16:09,7.13,shipped
493,243,2025-07-20 04:13:47,245.37,shipped
494,492,2024-10-18 16:51:44,172.18,completed
495,174,2024-06-05 19:21:34,366.65,completed
496,385,2024-03-19 21:36:13,31.98,completed
497,284,2023-11-26 08:29:06,115.64,completed
498,195,2025-08-13 06:21:45,242.1,completed
499,286,2025-07-21 04:55:50,139.67,completed
500,162,2025-11-07 15:18:33,44.14,completed
501,118,2024-07-13 13:32:22,9.83,completed
502,346,2024-07-16 16:12:28,111.9,completed
503,256,2024-10-09 05:11:23,251.63,completed
504,202,2025-09-17 04:58:52,204.39,shipped
505,357,2024-08-24 01:50:04,289.44,completed
506,71,2024-11-29 19:41:43,273.34,cancelled
507,30,2025-06-24 14:42:46,289.66,completed
508,454,2024-10-24 08:47:47,168.55,completed
509,128,2024-08-05 05:23:40,13.2,completed
510,236,2025-01-05 16:56:53,185.5,completed
511,65,2025-10-08 09:36:53,259.72,completed
512,336,2023-12-07 20:55:12,91.86,completed
513,192,2025-01-31 21:00:58,198.91,completed
514,53,2024-10-30 05:04:36,55.33,completed
515,105,2025-07-15 00:03:29,288.04,completed
516,236,2024-07-11 20:08:34,70.53,completed
517,227,2025-07-03 17:32:43,227.41,completed
518,231,2024-07-19 22:12:55,229.99,shipped
519,114,2024-05-04 15:38:33,178.58,completed
520,4,2024-04-12 13:23:10,95.94,shipped
521,40,2025-07-14 00:37:11,14.97,completed
522,28,2024-12-12 13:16:29,379.4,completed
523,73,2025-08-01 16:06:28,262.98,shipped
524,467,2025-03-01 22:12:48,114.57,shipped
525,195,2023-12-07 15:27:38,59.37,completed
526,308,2024-10-10 10:17:05,76.08,completed
527,489,2024-02-24 20:13:00,351.28,completed
528,126,2024-05-21 13:43:29,222.73,shipped
529,327,2025-09-10 21:13:15,57.57,shipped
530,402,2025-07-14 18:43:17,13.1,cancelled
531,4,2024-08-28 05:25:10,119.31,completed
532,221,2024-06-02 16:00:22,222.76,shipped
533,268,2025-07-27 18:01:16,105.38,completed
534,207,2024-09-24 08:07:52,303.18,completed
535,178,2025-09-25 12:34:44,174.87,completed
536,31,2024-09-06 08:05:46,104.35,cancelled
537,466,2025-07-15 14:16:05,158.16,shipped
538,84,2024-02-24 19:17:24,66.78,completed
539,326,2025-09-08 17:58:26,156.68,completed
540,2,2025-03-21 06:48:16,41.35,shipped
541,301,2024-04-06 08:57:39,175.77,completed
542,372,2025-07-05 14:38:40,83.03,shipped
543,402,2024-10-05 10:39:15,449.57,completed
544,499,2024-08-02 13:50:18,218.39,shipped
545,451,2025-05-12 08:59:18,67.15,shipped
546,363,2024-06-26 19:47:16,59.63,completed
547,272,2023-12-27 07:06:24,261.94,completed
548,30,2024-02-07 09:35:07,126.66,returned
549,252,2024-09-18 04:00:13,191.14,completed
550,73,2025-03-20 13:51:12,99.48,completed
551,94,2024-07-31 15:08:14,151.51,completed
552,204,2025-02-26 01:44:50,185.89,returned
553,463,2025-03-01 15:18:19,178.01,completed
554,330,2024-08-10 17:52:25,122.42,completed
555,75,2024-05-10 23:55:54,55.8,completed
556,344,2025-11-02 22:42:15,180.47,completed
557,428,2023-12-26 21:54:37,20.33,completed
558,170,2023-11-22 07:34:09,82.24,completed
559,209,2025-05-07 20:45:32,72.54,completed
560,135,2025-11-08 01:02:58,7.55,returned
561,371,2025-04-22 16:47:12,402.53,completed
562,394,2024-10-10 16:42:03,31.98,completed
563,200,2024-03-18 16:25:38,713.71,cancelled
564,268,2025-09-09 17:58:13,226.85,completed
565,429,2024-04-08 05:56:12,69.6,completed
566,420,2024-02-15 04:17:22,161.31,completed
567,323,2024-03-30 01:24:25,79.2,returned
568,29,2024-03-12 09:16:38,59.7,completed
569,151,2024-06-30 15:32:18,179.03,completed
570,269,2024-04-03 19:47:27,50.55,completed
571,380,2025-06-29 02:16:42,81.71,cancelled
572,83,2025-07-27 04:15:45,111.95,completed
573,461,2024-10-31 05:24:17,143.28,completed
